"","ESP_CAT_0_10","ESP_CAT_0_10_CEC","ESP_CAT_0_10_Cs","ESP_CAT_0_10_CUP","ESP_CAT_0_10_ERC","ESP_CAT_0_10_JXCAT","ESP_CAT_0_10_PPC","ESP_CAT_0_10_PSC","ESP_CAT_0_10_VOX","IDEOL_0_10","IDEOL_0_10_CEC","IDEOL_0_10_Cs","IDEOL_0_10_CUP","IDEOL_0_10_ERC","IDEOL_0_10_JXCAT","IDEOL_0_10_PPC","IDEOL_0_10_PSC","IDEOL_0_10_VOX","RISCOS","SIMPATIA_CEC_0_10","SIMPATIA_CONTRARIS_FEMINISME_0_10","SIMPATIA_Cs_0_10","SIMPATIA_CUP_0_10","SIMPATIA_DRETES_0_10","SIMPATIA_ERC_0_10","SIMPATIA_ESQUERRES_0_10","SIMPATIA_FEMINISTES_0_10","SIMPATIA_INDEPENDENTISTES_0_10","SIMPATIA_JXCAT_0_10","SIMPATIA_PP_0_10","SIMPATIA_PSC_0_10","SIMPATIA_UNIONISTES_0_10","SIMPATIA_VOTANTS_CEC_0_10","SIMPATIA_VOTANTS_Cs_0_10","SIMPATIA_VOTANTS_CUP_0_10","SIMPATIA_VOTANTS_ERC_0_10","SIMPATIA_VOTANTS_JXCAT_0_10","SIMPATIA_VOTANTS_PP_0_10","SIMPATIA_VOTANTS_PSC_0_10","SIMPATIA_VOTANTS_VOX_0_10","SIMPATIA_VOX_0_10","VAL_C_PUIGDEMONT","VAL_GOV_CAT","VAL_GOV_ESP","VAL_I_ARRIMADAS","VAL_O_JUNQUERAS","Clusters"
"497",5,7,3,6,9,8,2,2,0,4,7,5,8,3,7,9,2,10,6,2,2,3,0,3,5,7,7,2,0,0,7,9,2,4,4,3,0,0,10,0,0,0,6,6,3,5,"2"
"498",5,6,5,7,7,9,2,4,0,5,4,5,3,3,4,9,4,10,7,5,1,5,5,3,5,5,6,6,5,0,7,5,10,10,10,10,10,10,10,10,0,1,6,5,6,3,"2"
"499",5,9,2,9,9,9,1,4,0,4,4,8,2,4,8,9,4,10,8,8,4,4,5,6,6,10,7,6,5,0,7,4,9,3,4,7,5,4,8,1,0,3,5,8,4,8,"2"
"500",2,3,2,10,3,8,2,3,1,5,3,8,0,0,0,9,5,8,1,0,4,0,0,6,0,5,4,0,0,5,0,10,5,5,0,0,5,5,0,6,5,0,0,0,0,0,"1"
"501",10,6,2,9,9,9,2,3,0,5,3,7,2,4,7,9,7,10,8,3,4,1,3,8,8,7,8,7,5,1,2,5,3,0,2,8,5,2,2,0,0,1,5,4,1,8,"3"
"502",6,8,5,8,7,8,1,5,0,5,3,5,1,2,3,8,4,10,10,6,5,4,6,5,6,5,5,5,6,4,4,5,5,5,5,5,5,5,5,0,0,2,4,4,2,3,"2"
"503",10,1,0,4,10,9,0,0,0,0,1,10,4,0,9,10,10,10,0,8,5,0,4,0,10,10,5,10,0,0,0,0,8,0,5,10,9,0,0,0,0,5,7,0,0,10,"3"
"504",5,2,3,6,8,7,0,3,0,4,8,3,6,6,6,6,7,7,9,5,0,5,6,6,7,8,6,7,7,5,8,8,3,5,5,8,8,3,8,0,0,3,7,7,3,8,"2"
"505",5,4,4,6,6,6,6,5,0,6,3,7,4,4,4,7,5,10,4,5,4,4,4,5,4,7,7,7,5,3,5,6,7,4,4,7,7,4,7,2,0,3,5,5,3,4,"2"
"506",10,0,1,0,10,3,0,4,0,2,0,0,1,4,1,10,2,0,8,0,0,0,0,6,8,10,10,9,3,0,3,10,0,7,2,9,4,8,3,0,0,0,0,7,0,7,"2"
"507",5,7,2,10,9,7,0,5,0,5,5,5,5,4,5,8,5,10,6,2,0,1,4,5,2,5,7,5,5,2,6,2,5,5,5,5,5,5,7,0,0,4,4,4,4,4,"2"
"508",6,7,1,10,7,7,1,1,0,3,5,8,0,3,7,10,5,10,5,7,0,3,3,5,6,7,7,5,5,5,6,5,7,0,5,6,5,3,5,0,0,4,6,6,0,6,"3"
"509",6,5,4,8,7,7,0,3,1,5,6,7,4,4,6,9,8,9,8,0,8,0,1,7,3,7,7,8,0,0,0,7,6,5,7,7,6,7,7,7,0,4,1,0,7,10,"2"
"510",9,5,0,10,10,10,0,1,0,0,0,10,0,0,10,10,0,10,6,5,0,0,5,2,8,10,10,5,2,0,4,5,8,0,5,10,3,0,8,0,0,7,5,4,0,7,"3"
"511",5,6,2,10,9,10,1,5,0,4,2,8,0,3,10,7,4,10,5,6,0,4,0,4,6,7,8,2,0,4,7,10,5,4,1,5,0,0,7,0,0,0,5,5,4,6,"2"
"512",5,3,3,10,10,10,0,3,0,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,2,2,5,5,"2"
"513",5,3,0,9,9,9,0,1,0,5,3,9,0,0,1,9,3,10,4,2,0,1,0,0,2,5,7,0,1,2,3,8,1,0,0,1,1,1,3,0,0,0,3,3,1,1,"1"
"514",4,8,0,0,0,3,0,7,0,0,6,9,7,5,6,10,6,10,7,2,0,0,0,0,2,2,0,0,2,0,3,2,2,0,2,2,2,0,3,0,0,2,2,2,0,2,"2"
"515",10,5,0,8,7,7,0,0,0,2,3,8,2,2,6,8,6,10,2,0,0,0,4,5,0,5,8,8,2,0,0,2,5,0,6,6,5,0,0,0,0,1,0,0,0,0,"3"
"516",7,9,1,9,9,4,2,6,0,3,2,6,1,3,5,7,4,10,6,5,0,0,5,2,8,8,9,5,4,0,6,5,5,1,4,8,5,2,7,0,0,5,7,7,3,8,"2"
"517",10,2,0,8,8,8,0,0,0,2,8,10,3,3,3,10,10,10,7,0,0,0,9,0,9,9,9,9,9,0,0,0,0,0,9,9,8,0,0,0,0,3,5,0,0,3,"3"
"518",4,0,0,1,0,0,0,1,0,2,10,9,9,8,10,10,8,10,8,0,0,0,0,4,1,4,4,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,"2"
"519",4,4,3,9,10,10,0,3,0,0,5,6,5,1,3,10,0,10,7,5,10,7,4,0,9,10,0,5,5,0,7,5,6,6,6,10,6,0,10,0,0,4,5,3,6,9,"2"
"520",8,6,1,9,3,9,2,3,0,2,4,9,1,6,6,8,8,10,2,3,0,0,10,5,3,5,5,5,6,2,2,5,2,0,8,3,4,1,2,0,0,5,0,0,2,4,"3"
"521",10,9,0,9,10,3,0,3,0,1,0,10,0,0,7,10,5,10,7,5,0,0,3,1,10,9,10,10,4,0,3,0,8,0,9,10,6,0,7,0,0,10,7,6,0,9,"3"
"522",8,7,5,7,8,8,7,7,5,5,7,8,4,6,8,7,6,6,8,7,7,9,5,8,8,9,8,9,8,5,7,5,8,7,5,8,7,8,7,5,5,9,7,6,9,9,"2"
"523",2,10,4,10,10,10,0,3,0,5,0,5,0,0,0,10,10,8,7,0,7,4,0,4,0,5,0,0,0,0,1,10,0,8,0,0,0,5,5,10,10,0,0,0,7,0,"1"
"524",10,2,0,5,5,10,0,1,0,1,8,10,4,6,5,10,4,10,8,0,0,0,4,0,5,5,7,10,10,0,0,0,2,0,5,5,10,0,1,0,0,10,6,6,0,5,"3"
"525",7,4,1,9,7,9,1,5,0,6,5,9,2,5,5,9,7,10,3,6,3,1,5,4,7,8,7,5,8,2,6,5,4,1,3,7,8,3,6,0,0,8,2,2,0,7,"3"
"526",7,6,1,9,8,10,0,4,0,5,5,8,1,4,8,9,6,10,3,8,0,0,4,3,7,7,10,7,2,0,3,2,8,1,4,7,3,2,4,0,0,2,6,6,0,6,"3"
"527",6,6,0,10,8,9,0,2,0,1,2,7,0,2,6,8,5,10,7,8,0,1,7,2,7,10,10,6,5,2,5,4,7,2,7,7,5,1,6,0,0,3,5,5,1,6,"3"
"528",5,7,0,10,7,7,2,4,1,3,5,7,6,5,7,9,6,10,5,0,5,0,0,3,0,7,5,3,0,0,0,7,5,5,5,5,5,5,5,5,0,0,0,0,0,0,"2"
"529",8,4,0,7,5,1,0,1,0,3,6,10,7,6,9,10,4,10,6,3,1,0,6,3,4,7,9,8,1,0,1,2,7,1,7,5,3,1,3,0,0,6,4,4,0,6,"3"
"530",10,4,0,7,10,7,1,4,1,1,1,9,1,0,5,10,4,10,8,3,4,0,6,0,8,8,6,8,5,0,4,0,4,0,6,8,6,2,4,0,0,6,5,0,0,9,"3"
"531",7,3,0,6,6,6,0,3,0,3,4,10,3,7,7,10,6,10,7,6,2,0,8,5,7,8,9,9,7,1,5,3,6,2,8,7,7,2,5,0,0,5,5,4,0,6,"3"
"532",7,6,1,10,10,10,3,4,0,2,0,9,1,1,1,9,2,10,5,8,0,0,7,0,9,9,10,8,8,0,9,5,8,0,7,9,9,6,8,0,0,8,7,6,4,9,"3"
"533",8,6,0,10,10,10,1,3,0,4,4,8,1,5,8,9,6,10,5,8,0,0,8,1,6,10,10,8,0,0,4,0,9,1,8,6,1,1,5,0,0,4,4,5,0,4,"3"
"534",6,6,1,10,7,5,2,5,0,4,5,8,0,2,3,8,6,10,0,7,0,2,6,4,8,8,7,7,5,3,6,5,6,2,5,9,5,4,6,0,0,5,4,4,0,8,"3"
"535",5,9,4,10,9,4,1,2,0,1,0,4,0,1,6,9,0,10,5,6,0,2,0,0,5,7,10,5,3,0,7,1,6,5,0,5,3,5,7,5,0,0,3,3,0,5,"2"
"536",10,6,0,9,9,9,0,3,0,5,2,8,2,3,6,9,5,10,7,6,0,0,7,3,7,6,10,10,8,2,4,6,7,1,10,10,10,1,6,0,0,9,7,5,1,7,"3"
"537",0,9,3,10,10,10,2,9,0,6,2,7,0,0,0,8,0,10,8,0,0,0,0,8,0,0,0,0,0,5,0,10,0,5,0,0,0,5,1,0,5,0,0,0,0,0,"1"
"538",5,7,3,7,7,6,2,5,3,5,5,6,4,5,4,4,5,8,5,1,0,2,3,2,3,5,8,4,3,4,3,8,2,2,2,2,2,2,2,2,1,2,3,3,4,6,"2"
"539",4,7,1,10,8,4,9,4,0,3,6,8,0,3,5,8,5,10,7,7,0,3,3,2,8,8,8,5,5,4,6,5,5,5,0,5,5,5,5,0,0,0,5,5,2,7,"2"
"540",4,4,7,9,8,10,10,4,0,8,4,6,2,5,4,8,1,9,6,0,5,4,0,5,0,5,5,5,0,8,5,5,4,4,4,4,4,4,4,4,4,4,6,6,5,4,"1"
"541",5,5,1,8,7,7,1,5,0,4,5,8,3,4,5,8,5,10,7,5,2,2,6,4,6,6,6,6,5,2,5,5,5,5,5,5,5,5,5,5,0,6,4,4,4,6,"2"
"542",9,5,0,8,9,8,0,0,0,3,3,9,2,4,5,8,7,10,5,6,1,0,7,2,6,8,8,8,6,0,1,2,8,1,8,8,8,3,3,0,0,7,4,2,0,7,"3"
"543",9,1,5,9,10,9,0,1,0,3,3,5,1,1,5,9,9,10,7,3,1,5,4,1,5,9,8,9,6,0,3,1,5,5,7,7,9,1,5,1,0,10,7,4,0,9,"3"
"544",10,4,0,5,4,4,0,0,0,2,7,10,3,6,6,10,10,10,0,5,2,0,4,2,8,8,7,7,8,0,0,5,7,0,6,8,7,0,4,0,0,9,5,1,0,9,"3"
"545",6,6,0,10,9,8,0,5,0,6,4,8,2,3,6,8,5,10,5,5,0,2,6,5,7,5,5,5,5,2,5,5,5,2,5,5,5,4,5,0,0,5,5,5,0,7,"2"
"546",7,5,1,8,7,5,0,3,0,3,2,8,3,4,1,7,2,10,5,5,5,0,7,5,8,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,0,5,3,0,3,7,"2"
"547",9,4,2,9,8,6,1,5,0,2,3,8,5,2,3,8,5,10,0,7,2,0,7,5,7,9,8,10,5,0,6,3,6,2,7,9,5,2,5,1,0,9,6,4,3,9,"3"
"548",6,3,1,6,9,9,1,0,4,3,4,8,0,3,5,6,0,0,6,0,1,0,0,3,0,8,6,3,5,0,10,9,3,3,2,2,2,1,10,0,0,1,3,10,4,1,"2"
"549",8,6,2,8,7,7,1,4,0,2,5,8,2,4,6,9,6,10,7,6,2,0,8,5,7,9,9,9,5,0,5,5,7,2,8,7,7,2,5,2,0,8,6,4,2,7,"3"
"550",5,8,0,0,6,8,0,5,0,7,2,5,2,5,5,10,7,10,5,3,5,3,3,2,5,5,2,5,3,3,7,5,2,0,1,5,5,0,7,0,0,5,5,5,0,5,"2"
"551",8,7,0,10,10,10,0,2,0,3,4,10,0,0,0,10,4,10,10,5,0,0,0,0,2,2,2,2,8,0,2,2,5,0,0,5,2,0,2,0,5,10,2,0,0,8,"3"
"552",10,5,1,9,10,10,1,5,0,5,3,7,1,3,5,8,5,10,7,9,0,0,7,0,10,10,10,10,8,0,6,5,7,3,7,9,9,3,7,0,0,10,8,6,0,10,"3"
"553",8,3,0,7,8,8,0,4,0,3,4,10,4,4,4,8,4,10,10,4,0,0,0,7,7,8,9,9,7,3,6,2,6,0,4,8,8,3,7,0,0,3,3,5,0,4,"3"
"554",7,6,8,10,9,8,1,4,0,7,3,8,0,2,6,7,5,10,7,8,2,2,3,8,5,7,8,8,7,2,4,4,7,2,3,6,7,2,7,1,2,8,7,6,2,6,"2"
"555",8,8,1,6,5,6,0,5,0,5,5,10,5,6,5,9,4,10,7,5,0,0,5,1,5,7,7,7,5,0,4,0,6,1,5,5,7,0,5,0,0,7,6,6,1,8,"3"
"556",7,7,0,8,8,7,0,5,0,3,4,10,3,3,6,9,7,10,9,3,1,0,2,5,5,7,8,8,5,0,2,7,3,0,2,5,4,0,5,0,0,3,2,2,2,7,"3"
"557",5,5,6,10,10,8,5,6,1,5,3,8,8,8,3,10,1,10,6,7,4,5,4,6,5,7,7,6,6,4,6,6,6,5,5,6,5,5,5,4,4,5,5,5,7,8,"2"
"558",10,3,0,4,3,6,1,4,0,4,2,1,1,3,5,8,3,0,5,1,0,0,3,5,3,5,5,5,5,0,3,5,5,5,5,5,5,5,5,0,0,7,3,3,0,1,"2"
"559",2,8,3,8,9,9,1,9,0,8,0,0,0,0,0,8,3,7,8,3,0,3,3,0,0,0,5,0,0,8,3,10,0,0,0,0,0,5,0,0,5,0,5,5,0,3,"1"
"560",5,7,5,7,10,6,5,6,0,5,4,3,2,0,8,9,3,10,5,4,0,6,4,7,3,7,8,10,4,4,4,7,10,10,10,10,10,10,10,0,0,2,5,5,6,7,"2"
"561",5,7,5,9,9,9,5,0,0,5,1,3,0,1,1,5,5,5,0,2,9,1,0,5,0,5,0,5,1,4,5,10,1,5,1,1,1,5,5,5,7,0,1,1,5,0,"1"
"562",9,4,2,6,5,5,1,4,0,5,6,10,4,4,4,10,8,10,0,5,0,0,7,2,7,8,8,9,4,0,2,0,6,2,6,8,6,3,4,0,0,8,3,0,0,8,"3"
"563",5,7,1,9,9,10,0,6,0,2,1,9,3,1,4,10,2,10,9,3,0,0,2,2,2,9,9,4,2,0,3,4,2,2,2,2,2,2,2,2,0,2,3,3,1,5,"2"
"564",10,6,6,10,10,10,0,0,0,5,5,5,5,5,5,9,0,10,5,4,0,0,9,0,10,10,10,10,10,0,0,0,5,5,10,10,9,0,9,0,0,10,10,0,5,10,"3"
"565",9,7,1,9,7,4,1,5,0,3,3,10,0,4,8,9,5,10,10,6,0,0,8,2,7,8,10,8,1,1,3,5,7,1,8,8,5,2,5,0,0,7,5,4,1,8,"3"
"566",6,8,6,7,5,7,6,6,4,3,2,3,4,2,2,6,5,7,8,6,5,5,5,3,7,6,6,4,7,4,5,5,7,5,5,5,7,4,5,6,4,6,5,5,3,6,"2"
"567",6,5,2,10,8,8,1,4,0,3,4,8,1,2,6,8,4,10,3,7,5,2,7,5,8,7,7,6,6,1,7,5,5,2,5,7,5,2,6,0,0,5,5,6,3,7,"2"
"568",5,6,1,9,5,9,0,5,0,4,6,4,0,1,3,9,2,10,7,3,5,3,4,3,7,9,9,7,3,3,6,8,5,4,4,9,5,3,9,2,0,4,5,5,4,5,"2"
"569",3,9,5,6,9,8,4,5,2,4,2,6,1,0,3,6,3,9,5,0,6,3,0,6,0,6,6,6,0,5,0,6,6,6,6,6,6,6,6,6,0,0,0,0,5,0,"1"
"570",0,7,2,10,9,10,1,5,0,5,0,7,0,1,2,7,5,10,1,0,0,5,0,0,0,5,5,0,0,2,8,5,3,5,0,0,0,4,10,0,0,0,0,5,5,0,"1"
"571",7,6,0,8,8,10,1,6,0,4,6,9,3,4,6,8,6,10,7,5,2,0,8,2,7,9,6,8,6,2,5,3,6,3,9,8,7,4,4,0,0,5,6,5,0,8,"3"
"572",7,5,1,10,10,6,0,5,0,3,3,10,0,6,5,10,8,10,4,5,0,0,10,0,10,10,10,8,0,0,5,2,2,0,9,9,0,0,2,0,0,10,5,4,0,6,"3"
"573",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,10,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,"1"
"574",5,7,4,10,10,10,0,5,0,5,5,6,0,1,0,8,5,10,4,3,5,3,0,5,0,5,3,3,0,0,7,5,5,5,5,5,5,5,5,5,0,0,5,3,5,5,"1"
"575",10,7,0,10,10,10,0,0,0,2,1,10,4,1,3,10,1,10,5,0,5,0,0,0,10,8,5,9,5,0,0,4,5,0,5,10,5,0,7,0,0,6,5,4,0,10,"3"
"576",6,5,0,9,9,7,0,5,0,2,1,2,1,5,7,10,5,10,9,5,0,0,0,1,1,6,6,1,1,0,6,2,4,1,1,1,1,1,5,0,0,0,0,3,1,2,"2"
"577",5,7,2,10,10,10,1,6,0,2,1,6,0,2,9,9,2,10,7,5,0,5,2,2,7,8,8,6,2,2,10,0,8,4,4,6,2,2,9,0,0,2,5,7,4,7,"2"
"578",3,8,4,8,8,8,0,5,0,4,2,3,2,3,6,9,4,10,5,0,0,4,0,0,2,7,7,0,2,2,5,7,0,5,0,7,2,0,7,0,0,0,0,5,5,8,"2"
"579",8,6,0,8,5,4,0,5,0,2,2,10,0,6,8,10,4,10,5,6,0,0,2,0,4,8,8,5,0,0,6,1,8,0,2,5,0,0,6,0,0,0,2,7,0,5,"3"
"580",6,8,1,9,9,10,2,5,1,5,2,9,2,4,8,9,3,9,4,8,1,1,1,2,3,8,4,3,3,1,7,5,8,1,2,4,2,2,7,1,0,2,5,7,1,3,"2"
"581",5,7,3,7,7,7,3,4,2,5,6,7,4,4,5,6,7,8,7,4,2,3,5,6,7,6,7,4,2,2,7,2,4,5,5,6,5,3,7,3,3,3,7,8,6,7,"2"
"582",7,5,2,6,6,6,1,3,0,4,3,8,3,5,6,8,6,10,7,4,2,1,4,2,5,4,8,3,5,2,5,3,4,1,4,4,4,2,4,0,0,4,4,4,2,4,"2"
"583",10,5,0,4,4,5,0,0,0,0,5,10,5,5,5,10,10,10,8,0,0,0,0,0,0,5,10,10,5,0,0,0,0,0,5,5,5,0,0,0,0,10,0,0,0,0,"3"
"584",8,6,4,6,7,9,3,5,0,5,6,1,4,0,9,8,2,7,5,5,6,5,5,5,5,5,3,0,5,0,5,6,6,4,3,5,6,2,4,0,5,0,5,5,7,0,"2"
"585",5,8,0,10,10,10,0,4,0,2,5,6,1,2,5,8,2,10,4,5,0,5,0,2,5,8,7,0,0,2,8,10,5,7,0,2,0,2,10,0,0,0,5,5,9,3,"2"
"586",9,4,0,8,9,7,1,5,0,4,3,10,1,4,6,7,5,10,7,3,0,0,2,5,5,4,4,10,4,0,3,5,5,5,5,5,5,5,5,5,0,5,5,3,0,7,"2"
"587",5,5,0,0,0,2,2,3,0,5,5,0,0,2,6,3,7,0,5,7,0,0,0,5,0,5,5,5,5,3,7,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,"2"
"588",7,2,2,5,10,5,0,3,0,5,5,5,5,3,5,9,2,10,5,3,5,0,0,5,8,5,5,5,5,0,6,5,5,5,5,5,5,5,5,5,0,7,6,6,2,9,"2"
"589",10,4,0,10,8,10,1,4,0,6,3,4,2,3,7,8,3,10,5,2,4,0,5,5,6,7,5,10,7,0,2,3,4,0,8,8,8,0,5,0,0,8,2,2,0,7,"3"
"590",7,5,1,10,9,8,3,3,0,2,3,9,0,1,2,8,4,10,5,6,5,2,6,1,7,8,5,8,8,5,6,2,7,1,9,8,9,3,6,0,0,10,6,4,0,9,"3"
"591",10,8,0,10,10,10,0,0,0,0,3,10,0,0,9,10,10,10,5,7,10,0,2,0,10,10,0,10,6,0,0,0,9,0,5,10,8,0,0,0,0,6,2,0,0,10,"3"
"592",10,4,0,8,4,7,1,1,0,4,3,9,2,5,5,8,8,10,2,4,2,0,5,3,4,4,3,8,5,0,0,6,5,0,5,4,5,1,2,0,0,8,4,0,0,6,"3"
"593",7,8,0,10,9,9,0,5,0,2,2,9,0,1,4,9,2,10,5,3,3,0,5,1,5,8,3,8,5,0,2,1,2,0,8,8,5,2,5,0,0,2,3,0,0,2,"3"
"594",10,5,2,7,8,8,2,6,0,2,5,7,3,1,8,7,5,10,5,0,2,0,2,2,10,8,8,5,5,0,5,0,5,2,3,8,8,2,3,0,0,7,4,2,2,8,"3"
"595",5,6,2,10,9,9,1,3,0,6,3,6,1,4,7,7,5,9,7,2,3,4,2,5,4,5,5,5,4,4,5,5,3,5,2,5,3,5,5,2,2,0,3,2,3,3,"2"
"596",10,5,0,10,0,10,0,5,0,0,8,0,0,10,8,0,5,0,5,10,10,0,7,0,10,10,10,10,8,0,5,0,0,0,10,10,10,0,5,0,0,10,4,0,0,10,"3"
"597",8,5,0,7,9,9,0,2,0,4,3,9,3,4,8,9,6,10,7,3,1,0,7,5,7,6,8,6,3,0,1,5,5,2,6,6,4,1,3,0,0,5,4,3,0,7,"3"
"598",10,4,0,8,5,7,0,3,0,4,5,9,2,4,4,8,6,10,6,4,4,0,6,2,4,6,8,8,7,0,2,2,5,2,7,6,8,1,4,0,0,10,5,2,0,6,"3"
"599",7,7,0,10,8,7,0,5,0,2,4,9,1,3,4,10,5,10,7,5,1,0,6,4,6,8,9,8,5,1,3,2,7,2,8,7,7,2,6,2,0,5,5,4,1,6,"3"
"600",6,7,1,9,8,9,1,2,0,5,4,7,2,4,9,9,6,10,8,2,1,2,3,5,3,5,5,5,0,2,4,5,7,2,5,5,5,5,5,2,0,0,1,0,0,10,"2"
"601",3,5,0,10,4,5,0,2,0,6,0,10,1,5,8,10,7,10,8,7,0,0,6,3,6,9,7,7,5,0,4,0,9,0,8,6,6,3,5,0,0,3,7,7,0,7,"3"
"602",9,5,0,10,9,9,0,3,0,3,3,9,2,3,6,9,5,10,7,8,0,0,6,0,7,10,8,9,7,0,6,0,10,0,9,9,8,0,4,0,0,8,6,5,1,9,"3"
"603",2,10,7,10,10,10,5,10,3,8,0,4,0,0,2,5,0,9,10,0,10,1,0,10,0,0,4,3,0,2,0,10,0,2,0,0,0,6,0,10,10,0,0,0,0,1,"1"
"604",7,4,0,10,9,7,0,3,0,0,3,9,0,3,7,9,6,10,7,7,0,0,10,2,8,10,10,9,2,0,1,0,9,3,10,9,6,4,5,0,0,3,4,2,0,7,"3"
"605",10,6,0,8,7,6,0,3,0,0,3,8,2,4,5,8,5,10,9,4,0,0,7,2,3,8,5,5,3,2,3,8,5,3,5,5,5,5,5,0,0,1,3,3,0,3,"3"
"606",5,6,3,10,7,9,1,5,0,4,1,7,0,2,9,8,4,10,7,4,3,3,0,5,2,7,7,5,2,1,7,7,6,5,3,4,3,5,7,1,0,1,4,5,4,1,"2"
"607",6,7,5,7,6,7,0,6,0,4,4,5,3,3,3,9,3,10,8,5,0,5,5,5,5,5,8,5,8,3,7,5,5,5,5,5,5,5,5,0,0,3,4,6,7,8,"2"
"608",8,5,0,10,8,8,0,0,0,6,2,10,0,3,5,8,4,10,8,2,0,0,4,0,8,5,8,7,4,0,2,4,2,0,4,6,6,4,4,0,0,4,4,2,0,8,"3"
"609",5,6,0,10,9,9,0,5,0,2,5,8,5,6,8,8,5,10,3,5,0,1,0,2,2,10,10,8,1,1,5,3,5,1,3,5,1,1,5,0,0,0,2,2,0,3,"2"
"610",10,3,0,10,10,10,0,0,0,4,5,8,3,4,6,9,6,10,6,3,0,0,5,0,5,9,10,9,7,0,1,0,4,0,7,6,7,2,3,0,0,9,7,6,1,7,"3"
"611",7,5,1,10,8,9,1,2,0,2,3,9,0,1,2,9,5,10,5,4,3,0,6,0,7,7,7,6,5,0,5,4,6,3,8,7,6,0,5,0,0,0,5,4,0,6,"3"
"612",6,7,0,9,9,6,0,3,0,5,2,8,1,1,5,9,6,8,7,3,1,4,1,7,5,7,7,5,3,7,6,6,4,2,4,5,5,8,7,1,2,9,6,5,8,8,"2"
"613",10,5,0,10,10,10,0,5,0,4,2,7,1,3,5,9,4,10,2,2,2,0,3,4,4,7,7,9,5,0,1,4,6,2,7,7,8,0,4,0,0,4,3,3,0,3,"3"
"614",7,4,0,8,4,7,3,4,0,5,2,10,0,3,4,7,6,10,7,3,5,0,3,3,3,7,7,7,6,3,4,3,5,5,5,5,5,5,5,0,0,6,0,4,0,0,"2"
"615",7,5,0,9,7,7,0,1,0,4,4,8,3,5,6,8,6,10,7,5,0,0,5,4,7,8,6,5,6,0,1,5,5,0,5,5,4,0,4,0,0,5,4,3,0,6,"3"
"616",8,5,0,8,7,6,0,3,0,2,3,10,2,5,7,9,7,10,6,7,3,0,7,0,6,8,9,10,5,0,3,7,8,0,7,7,7,0,5,0,0,8,5,5,0,8,"3"
"617",7,5,0,9,9,3,0,4,0,1,3,10,1,3,8,9,5,10,8,8,0,0,10,0,6,7,7,5,0,0,5,0,8,0,8,5,0,0,5,0,0,0,5,3,0,7,"3"
"618",10,5,0,9,7,9,0,5,0,3,4,8,1,5,7,8,6,10,6,3,0,0,8,2,7,7,6,8,5,0,2,0,1,0,8,6,5,0,5,0,0,1,3,0,0,2,"3"
"619",5,5,1,10,7,8,1,6,0,5,3,6,0,3,6,7,4,10,5,1,0,1,1,5,1,5,7,3,1,1,1,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"1"
"620",7,2,0,7,7,6,0,2,0,5,3,10,2,4,6,10,7,10,6,0,3,0,4,0,7,7,7,7,4,0,0,0,6,0,6,8,7,0,4,0,0,8,4,0,0,10,"3"
"621",5,5,1,8,8,6,0,5,0,3,5,8,1,2,5,7,4,10,6,3,1,0,6,2,7,8,10,5,5,0,6,4,6,0,6,7,5,2,7,0,0,3,6,6,0,7,"3"
"622",10,5,0,10,9,8,0,4,0,1,4,8,1,4,6,8,6,10,6,5,0,0,8,0,6,10,10,10,3,0,3,0,6,0,9,7,4,0,5,0,0,4,5,2,0,3,"3"
"623",5,8,2,8,10,7,1,4,0,2,1,5,9,1,7,8,3,10,8,6,2,6,3,5,7,8,8,5,5,4,8,3,6,5,5,7,5,4,9,3,0,4,6,7,6,6,"2"
"624",2,10,10,8,10,7,3,5,3,5,1,3,2,0,3,7,6,0,5,0,0,0,0,10,2,2,7,0,7,7,7,8,7,4,0,0,5,10,8,0,0,0,3,5,3,0,"1"
"625",3,4,5,10,9,7,2,4,0,5,4,5,2,3,6,10,4,10,4,0,0,2,0,5,3,8,10,0,2,3,7,10,3,4,0,3,2,5,9,0,0,0,5,5,4,3,"2"
"626",0,10,10,0,0,10,5,10,0,5,0,3,0,0,0,6,5,10,0,0,5,0,0,5,0,0,5,0,0,0,0,5,5,5,5,0,5,0,5,7,3,0,1,1,1,0,"1"
"627",5,7,3,7,7,7,4,5,1,3,0,8,0,4,4,8,3,10,5,2,0,0,0,0,2,5,5,3,0,0,5,5,0,0,0,1,2,0,5,0,0,1,6,5,2,5,"2"
"628",5,7,1,9,9,9,1,3,1,3,4,9,3,3,6,8,3,10,6,6,3,2,7,5,7,5,8,7,4,1,4,5,5,5,5,5,5,5,5,5,0,5,4,4,6,7,"2"
"629",7,9,1,10,9,9,2,6,0,3,1,7,1,3,7,8,4,10,5,2,2,0,5,0,8,10,7,6,5,2,7,3,4,2,4,7,5,2,6,0,0,5,2,2,0,6,"3"
